CP,Localidad
5467,Baqos Centenario
5467,Baqos De Los Dpbl2
5467,Baqos De S Crispin
5467,Bella Vista
5467,Buena Esperanza
5467,C  D  L  Baqitos
5467,C Alto Dl Dmiento
5467,C D Cuest D Viento
5467,C De La Sepultura
5467,C De Los Burros
5467,C Del Cachiyuyal
5467,C Del Coquimbito
5467,C Dl Agua D L Vcas
5467,C Negro De Chita
5467,C Pata De Indio
5467,C Prito D Agua Bco
5467,Cacho Ancho
5467,Campanario Nuevo
5467,Caqada
5467,Carrizalito
5467,Cerro Amarillo
5467,Cerro Boleadora
5467,Cerro Bravo
5467,Cerro Caballo Bayo
5467,Cerro Colorado
5467,Cerro Cortadera
5467,Cerro De Conconta
5467,Cerro De Dolores
5467,Cerro Del Alumbre
5467,Cerro Del Guanaco
5467,Cerro Del Salado
5467,Cerro El Bronce
5467,Cerro El Cepo
5467,Cerro El Frances
5467,Cerro Espantajo
5467,Cerro Hediondo
5467,Cerro Iman
5467,Cerro Joaquin
5467,Cerro La Bolsa
5467,Cerro La Ortiga
5467,Cerro Lagunita
5467,Cerro Las Mulitas
5467,Cerro Las Raices
5467,Cerro Las Yeguas
5467,Cerro Lavaderos
5467,Cerro Los Mogotes
5467,Cerro Los Pozos
5467,Cerro Nico
5467,Cerro Ocucaros
5467,Cerro Pintado
5467,Cerro Senda Azul
5467,Cerro Silvio
5467,Cerro Silvo
5467,Champones
5467,Chaparro
5467,Chigua De Abajo
5467,Chisnasco
5467,Cienaguillos
5467,Cjon D Ls Tmbillos
5467,Colanguil
5467,Concota
5467,D D La Mjer Helada
5467,El Carrizal
5467,El Chinguillo
5467,El Retiro
5467,El Salado
5467,Fierro
5467,Fierro Nuevo
5467,Fierro Viejo
5467,Finca El Toro
5467,Hachango
5467,Huaqizuil
5467,Hueso Quebrado
5467,Iglesia
5467,Jaguelito
5467,Jarillito
5467,Jtas De La Jarilla
5467,Junta De S Rosa
5467,Juntas De La Sal
5467,Juntas Del Frio
5467,La Angostura
5467,La Chigua
5467,La Estrechura
5467,Las Casitas
5467,Las Cuevas
5467,Las Flores
5467,Las Higueras
5467,Las Peqitas
5467,Lomas Blancas
5467,Los Cogotes
5467,Los Loros
5467,Los Penitentes
5467,Los Sapitos
5467,Maclacasto
5467,Maipirinqui
5467,Majadita
5467,Maliman
5467,Maliman Arriba
5467,Maliman De Abajo
5467,Manantiales
5467,Mna D Las Carachas
5467,Mondaca
5467,Ojos De Agua
5467,P Del Agua Negra
5467,P Las Caracachas
5467,P Los Amadores
5467,Peqasco Colorado
5467,Peqasquito
5467,Piedras Blancas
5467,Pircas Blancas
5467,Pircas Negras
5467,Pismania
5467,Po Cjon D La Brea
5467,Po Del Chollay
5467,Po Del Inca
5467,Po Las Tortolas
5467,Port De La Punilla
5467,Port San Guillermo
5467,Port Santa Rosa
5467,Pta Dl Infiernillo
5467,Pto Gen
5467,Quilinquil
5467,R. De La Ollita
5467,R.Ls Chinchilleros
5467,Refugio
5467,Rincon De La Brea
5467,Ruinas Indigenas
5467,Tamberias
5467,Terma Pismanta
5467,Termas Centenario
5467,Tocota
5467,Tres Quebraditas
5467,Tutianca
5467,Valle Del Cura
5467,Venillo
5468,Pampa Del Chaqar
5468,Pampa Del Chañar
5469,Pampa Vieja
5470,Abra Verde
5470,Agua De Piedra
5470,Alto Bayo
5470,Bayo Muerto
5470,Caqada Honda
5470,Chepes
5470,Chepes Viejos
5470,El Alto
5470,El Barreal
5470,El Cincuenta
5470,El Divisadero
5470,Illisca
5470,La Aguada
5470,La Carrizana
5470,La Consulta
5470,La Pintada
5470,La Primavera
5470,Las Tuscas
5470,Los Olmos
5470,Los Oros
5470,Punta Del Cerro
5470,Represa Del Monte
5470,San Antonio
5470,San Vicente
5470,Santa Cruz
5471,Agua Blanca
5471,Caqada Verde
5471,Casas Viejas
5471,Corral De Isaac
5471,El Balde
5471,El Barrial
5471,El Rodeo
5471,El Tala
5471,Ilisco
5471,La Calera
5471,La Callana
5471,La Escondida
5471,La Esquina
5471,La Jarilla
5471,La Laguna
5471,La Reforma
5471,La Represa
5471,La Tordilla
5471,La Yesera
5471,Las Barrancas
5471,Las Salinas
5471,Las Toscas
5471,Los Corias
5471,Mascasin
5471,P De Los Schez
5471,Puesto De Carrizo
5471,Puesto Dichoso
5471,Pzuelo De Los Arce
5471,Q. Del Vallecito
5471,Qoqueves
5471,Real Del Cadillo
5471,San Antonio
5471,San Jose
5471,San Rafael
5471,Totoral
5471,Valle Hermoso
5471,Villa Casana
5471,Villa Chepes
5472,El Chorrillo
5473,Bajo Corral De Isaac
5473,Cilla Nidia
5473,Aguayo
5473,Algarrobo Grande
5473,B Corral De Isaac
5473,B Del Quebracho
5473,Bajo Hondo
5473,Cuatro Esquinas
5473,El Abra
5473,El Valdecito
5473,El Vallecito
5473,Kilometro 682
5473,Kilometro 732
5473,La America
5473,La Chilca
5473,La Envidia
5473,La Esquina
5473,La Libertad
5473,Nueva Esperanza
5473,Pozo De La Piedra
5473,Pozo De Piedra
5473,San Antonio
5473,San Nicolas
5473,Santo Domingo
5473,Siempre Verde
5473,Ulapes
5473,Villa Nidia
5474,Barranquitas
5474,Cort Embarc Fcgb
5474,Desiderio Tello
5474,El Catorce
5474,La Igualdad
5475,Agua De La Piedra
5475,Chelcos
5475,El Carrizal
5475,El Cerco
5475,El Potreril G Roca
5475,El Potrerillo
5475,El Quemado
5475,La Dora
5475,Piedra Larga
5475,San Jose
5475,San Solano
5480,Villa Santa Rosa
5496,Astica
5498,Villa General Roca
5500,C D Ls Potrerillos
5500,Cerro Aconcagua
5500,Mendoza
5500,P De Las Vacas
5500,Plaza De Mulas
5501,Godoy Cruz
5502,9 De Julio
5502,Mendoza
5503,San Francisco Del Monte
5504,Godoy Cruz
5504,Mendoza
5505,Carrodilla
5505,Carrodilla La Puntilla
5505,Chacras De Coria
5505,La Puntilla
5507,Lujan De Cuyo
5509,Agrelo
5509,Anchoris
5509,El Carrizal De Abajo
5509,Perdriel
5509,Ugarteche
5509,Vistalba
5510,Pareditas
5511,General Gutierrez
5512,San Carlos
5513,Barrio Jardin Luzuriaga
5513,Coquimbito
5513,Luzuriaga
5513,Sarmiento
5514,Tres Esquinas
5515,Maipu
5516,Luzuriaga
5517,Barrancas
5517,Russell
5518,Leandro N Alem
5519,Dorrego
5519,San Jose
5519,San Jose De Guaymallen
5520,Barrio Quimicos M.D.C.1
5520,Las Arrias
5521,Guaymallen
5521,Villa Nueva
5521,Villa Nueva De Guaymallen
5522,Coquimbito
5523,Buena Nueva
5523,Capilla Del Rosario
5524,C.Los Andes
5524,Colonia Cano
5525,Colonia Segovia
5525,Rodeo De La Cruz
5526,Dorrego
5526,Los Campamentos
5527,La Primavera
5527,Los Corralitos
5528,Chacras De Coria
5529,Colonia Bombal
5529,Rodeo Del Medio
5530,San Jose
5531,El Paraiso
5531,Fray Luis Beltran
5532,Minelli
5533,Algarrobo
5533,Bermejo
5533,Colonia Italiana
5533,El Chilcal
5533,El Sauce
5533,Jocoli Viejo
5533,La Pega
5533,Lavalle
5533,Tulumaya
5534,Mayor Drummond
5535,Costa De Araujo
5535,San Jose
5536,Mundo Nuevo
5537,Arroyito
5537,El Retamo
5537,San Miguel
5538,Philipps
5538,Phillips
5539,Arenales
5539,B De La Pampa Seca
5539,B Pajaro Muerto
5539,Buitrera
5539,C De Los Burros
5539,C Del Rincon Bayo
5539,C Los Dientitos
5539,C Pan De Azucar
5539,C Punta De Agua
5539,C Puntilla Negra
5539,C Riquitipanche
5539,Ca Del Diablo
5539,Casilla
5539,Cerrillos Negros
5539,Cerro Agua Salada
5539,Cerro Aguadita
5539,Cerro Alojamiento
5539,Cerro Angostura
5539,Cerro Aspero
5539,Cerro Barauca
5539,Cerro Bay
5539,Cerro Blanco
5539,Cerro Bravo
5539,Cerro Catedral
5539,Cerro Chiquero
5539,Cerro Cielo
5539,Cerro Cienaga
5539,Cerro Clementino
5539,Cerro Color
5539,Cerro Cortaderas
5539,Cerro Cuerno
5539,Cerro Cupula
5539,Cerro De Las Leqas
5539,Cerro De Los Dedos
5539,Cerro Del Medio
5539,Cerro Durazno
5539,Cerro El Guanaco
5539,Cerro Fundicion
5539,Cerro Grande
5539,Cerro Horqueta
5539,Cerro Invernada
5539,Cerro Juan Pobre
5539,Cerro L Corrales
5539,Cerro La Mano
5539,Cerro Lagaqoso
5539,Cerro Manantial
5539,Cerro Masillas
5539,Cerro Melocoton
5539,Cerro Mexico
5539,Cerro Montura
5539,Cerro Pampa Seca
5539,Cerro Panta
5539,Cerro Ponderado
5539,Cerro Pozo
5539,Cerro Puntudo
5539,Cerro Puquios
5539,Cerro San Lorenzo
5539,Cerro Santa Maria
5539,Cerro Sapo
5539,Cerro Tigre
5539,Cerro Tolosa
5539,Cerro Tunduquera
5539,Cerro Yareta
5539,Cerros Colorados
5539,Cto Del Tigre
5539,E Casa De Piedra
5539,E Cueva Del Toro
5539,E El Carrizal
5539,E San Martin
5539,El Challao
5539,El Infierno
5539,El Puestito
5539,El Zapallar
5539,Empalme Resguardo
5539,Espejo
5539,Espejo Resguardado
5539,Estacion Uspallata
5539,Estancia Jocoli
5539,Estancia Uspallata
5539,Estancia Vvicencio
5539,Estancia Yalguaraz
5539,Garganta Del Leon
5539,La Angostura
5539,La Boveda
5539,La Casa Del Tigre
5539,La Fundicion
5539,La Horqueta
5539,La Jaula
5539,Las Canteras
5539,Las Heras
5539,Loma Colorada
5539,Loma De Los Burros
5539,Loma Sola
5539,Lomas Bayas
5539,Los Chacayes
5539,Los Tamarindos
5539,Monte Bayo
5539,Monumento Al Ejer
5539,P Agua De Zanjon
5539,P D Contrabandista
5539,P D L Coloradas
5539,P D L Lagrima Viva
5539,P De Las Vacas
5539,P Las Higueras
5539,P Los Alojamientos
5539,P Los Pajaritos
5539,P Riquitipanche
5539,P S C De Arriba
5539,P San Ignacio
5539,Pampa Yalguaraz
5539,Panqueua
5539,Po De La Cumbre
5539,Po De La Q Honda
5539,Po Del Rubio
5539,Po Valle Hermoso
5539,Portillo D Quemado
5539,Portillo De Indio
5539,Portillo Del Medio
5539,Portillo Del Norte
5539,Portillo Del Tigre
5539,Portillo La Pampa
5539,Puesto Carrizalito
5539,Puesto Chambon
5539,Puesto El Peral
5539,Puesto El Totoral
5539,Puesto Escondido
5539,Puesto Guamparito
5539,Puesto La Gruta
5539,Puesto La Mojada
5539,Rodeo Grande
5539,San Ignacio
5539,Santa Elena
5539,Schez D Bustamante
5539,Sierra Ansilta
5539,Sierra Del Tontal
5539,Tropero Sosa
5539,Tte B Matienzo
5539,V D Los C De Araya
5539,Vega De Los Burros
5539,Villavicencio
5539,Vra De Las Vacas
5540,Las Heras
5541,Algarrobal Abajo
5541,Algarrobal Arriba
5541,E Plumerillo
5541,El Algarrobal
5541,Paso Hondo
5541,S J Bautista Usno
5542,El Plumerillo
5543,3 De Mayo
5543,Alto Grande
5543,Capdeville
5543,Colonia 3 De Mayo
5543,Colonia Alemana
5543,El Caqito
5543,El Resguardo
5543,Hornito Del Gringo
5543,Hornos De Moyano
5543,Jocoli
5543,Mathieu Norte
5543,Moyano
5544,Benegas
5544,Gobernador Benegas
5544,Perdriel
5545,Cerro Bonete
5545,Colon Sandalho
5545,La Cortadera
5545,Las Cortaderas
5545,Minas Salagasta
5545,P Agua De Toro
5545,S De Las Higueras
5545,San Alberto
5545,Termas Vvicencio
5545,Uspallata
5545,Valle De Uspallata
5546,Ugarteche
5547,V Hipodromo
5547,Villa Hipodromo
5548,3 De Mayo
5549,Alvarez Condarco
5549,Blanco Encalada
5549,Cacheuta
5549,Cerro Pelado
5549,El Salto
5549,Guido
5549,La Hullera
5550,Compuertas
5551,Polvareda
5552,Potrerillos
5553,Empalme Frontera
5553,La Pirata
5553,Los Penitentes
5553,Punta De Vacas
5553,Rio Blanco
5553,Zanjon Amarillo
5554,Barrio Rivadavia
5555,Puente Del Inca
5556,Carrizal De Abajo
5557,Caracoles
5557,Cristo Redentor
5557,La Cueva
5557,Las Cuevas
5558,La Libertad
5559,Los Arboles
5560,Tunuyan
5560,Zapata
5561,Cordon Del Plata
5561,El Peral
5561,El Zampal
5561,Tupungato
5561,Villa San Jose
5562,Villa Bastias
5563,Los Arboles De Villegas
5563,Villa Seca
5564,Barrio Lencina
5565,Campo De Los Andes
5565,Colonia Las Rosas
5565,Vista Flores
5566,La Colonia
5567,La Consulta
5568,El Mirador
5569,Eugenio Bustos
5569,San Carlos
5569,Paso De Las Carretas
5570,Alto Del Salvador
5570,Liber Gral S M
5570,Libertador Gral San Martin
5570,San Martin
5571,Los Olmos
5571,Monte Caseros
5572,La Colonia
5572,Charras
5573,Ciudad De Junin
5573,Junin
5574,La Central Rivadavia
5575,Andrade
5575,Los Arboles
5576,Santa Maria De Oro
5577,El Alto
5577,La Ventana
5577,Rivadavia
5577,Vizcacheras
5578,Barrio San Eduardo
5579,Campamentos
5579,La Central
5579,Mundo Nuevo
5579,Phillips
5580,El Central
5581,Russell
5582,Algarrobo Grande
5582,Alto Verde
5582,Colonia Monte Caseros
5582,Ingeniero Giagnoni
5582,Ricardo Lavalle
5583,El Divisadero
5584,Palmira
5585,Barriales
5585,Medrano
5586,Cruz De Piedra
5587,Barcala
5587,Isla Chica
5587,Isla Grande
5587,San Roque
5587,Valle Hermoso
5588,Villa Seca
5589,Chapanay
5589,Espinillo
5590,A Viuda De Perez
5590,Adrian Maturano
5590,Alejandro Perez
5590,Alfredo Lucero
5590,Alto De Los Perros
5590,Alto De Los Sapos
5590,Alvarez
5590,Ana De Donaire
5590,Andres Perez
5590,Antonio Sosa
5590,B Elena
5590,Bajada Del Perro
5590,Becerra
5590,Blas Panelo
5590,Boyeros
5590,C Gonzales Videla
5590,Cadetes De Chile
5590,Campo El Toro
5590,Chacras De Lima
5590,Chamuscao
5590,Chaqaral Redondo
5590,Cirilo Mahona
5590,Clarentino Roldan
5590,Colonia El Regadio
5590,Corral De Cuero
5590,Corral Del Molle
5590,Cruz Del Yugo
5590,Cruz Ledesma
5590,Dalmiro Zapata
5590,Daniel Lucero
5590,Daniel Morgan
5590,Delgadillo
5590,Dionisio Ordoqez
5590,Dionisio Ortubia
5590,Domingo Gimenez
5590,Domingo Lara
5590,Domingo Oga
5590,Domingo Real
5590,Donato Ojeda
5590,Doroteo Ordoqez
5590,Dulce
5590,E La Salcedina
5590,E La Vizcachera
5590,E Las Vizcacheras
5590,E Rosales
5590,E Viuda De Gomez
5590,El Caranchito
5590,El Cavado Chico
5590,El Cercado
5590,El Chalet
5590,El Consuelo
5590,El Gonzano
5590,El Guerrino
5590,El Jilguero
5590,El Lechucito
5590,El Perino
5590,El Regadio
5590,El Vaquero
5590,El Zampal
5590,El Zapatino
5590,Eloy Funes
5590,Emilio Nieta
5590,Epifanio Fernandez
5590,Ernesto Alcaraz
5590,Estanislao Ordoqez
5590,Evaristo Acevedo
5590,Evaristo Salas
5590,Fabriciano Rojas
5590,Felipe Garro
5590,Fermin Perez
5590,Florencio Garro
5590,Florencio Molina
5590,Florencio Ordoqez
5590,Francisco Molina
5590,Francisco Rojas
5590,Fructuoso Diaz
5590,German Maturano
5590,Gertrudis De Ojeda
5590,Gilberto Perez
5590,Gregorio Zapata
5590,Guillermo Donaire
5590,H De Los Tordillos
5590,H Garzala
5590,Hermenegildo Diaz
5590,Honorio Zapata
5590,Huaicos De Rufino
5590,Ignacio Villegas
5590,Irineo Zapata
5590,Isla Retamito
5590,J Ortubia
5590,Jose Diaz
5590,Jose Fernandez
5590,Jose Lucero
5590,Jose R Molina
5590,Jose Suarez
5590,Juan B Dufau
5590,Juan H Ortiz
5590,Juan Millan
5590,Juan Zapata
5590,Julio Comeglio
5590,Junta De Los Rios
5590,Km 935 Dvio Fcgsm
5590,La Caqada
5590,La Cautiva
5590,La Chapina
5590,La Cola
5590,La Cortadera
5590,La Esquina
5590,La Estancia
5590,La Fortuna
5590,La Isla
5590,La Leona
5590,La Paz
5590,Ladislao
5590,Ladislao Campos
5590,Las Cruces
5590,Las Rosas
5590,Las Viscacheras
5590,Las Vistas
5590,Las Vizcachas
5590,Lino Perez
5590,Lisandro Escudero
5590,Los Algarrobos
5590,Los Altamiques
5590,Los Burgos
5590,Los Colorados
5590,Los Horconcitos
5590,Los Ramblones
5590,Los Roseti
5590,Los Tamarindos
5590,Los Verdes
5590,Los Villegas
5590,Lucas Donaire
5590,Luis Marquez
5590,M Escudero
5590,M Quiroga
5590,M Viuda De Donaire
5590,Maquinista Levet
5590,Maravilla
5590,Maria Garcia
5590,Mario Olguin
5590,Matias Garro
5590,Mauricio Calderon
5590,Medardo Miranda
5590,Mosmota
5590,Natalia Donaire
5590,Necto Sosa
5590,Nestor Aguilera
5590,Nicolas Ordoqez
5590,Onotre Puebla
5590,P De Las Carretas
5590,P De Las Tropas
5590,P Del Chaqacal
5590,Pascual Sosa
5590,Paso De Las Canoas
5590,Paulino Matura
5590,Pedro Castelu
5590,Pedro Pablo Perez
5590,Pquita Emb Cgsm
5590,Puente Viejo
5590,Puerta De La Isla
5590,Puesto De Garro
5590,Puesto De Olguin
5590,Puesto De Orozco
5590,Puesto De Petra
5590,Puesto De Sosa
5590,Puesto El Retamito
5590,Puesto Nueras
5590,Puesto Zampal
5590,Puntos De Agua
5590,R Bebedera
5590,R De La Pampa
5590,Ramblon Grande
5590,Ramon Donaire
5590,Ramon Gimenez
5590,Regino Ojeda
5590,Retamo
5590,Retamo Partido
5590,Rosario Gatica
5590,Rufino Gomez
5590,S Cortis
5590,San Antonio
5590,San Pedro
5590,Santiago Romero
5590,Saturnino Romero
5590,Serviliano Ojeda
5590,Sixto Ledesma
5590,Teodoro Garro
5590,Teodoro Villaruel
5590,Teofila Acevedo
5590,Teofilo Ruben
5590,Teofilo Zapata
5590,Tila
5590,Tilio Alcaraz
5590,Tomas Mercado
5590,Travesia
5590,Trino Rosaleso
5590,Vicente Muqoz
5590,Vicente Peletay
5590,Villa Antigua
5590,Villa La Paz
5590,Villa Vieja
5590,Viuda De Orozco
5590,Zanon Canal
5591,Alpatacal
5591,Circunvalacion
5591,El Gigantillo
5591,La Favorita
5591,La Jacintita
5591,La Porteqa
5591,La Primavera
5591,Las Totoritas
5591,Sopanta
5592,La Dormida
5593,Lunlunta
5594,Gobernador Civit
5594,Las Catitas
5594,Comandante Salas
5595,El Colorado
5595,Ñacuñan
5596,La Costa
5596,Santa Rosa
5597,12 De Octubre
5598,Baqado Verde
5598,Bañado Verde
5598,Desaguadero
5598,P Emb Fcgsm
5598,Pampita Embarcadero Fcgsm
5598,Tapon
5600,San Rafael
5601,Capitan Montoya
5601,El Toledano
5601,Resolana
5602,San Rafael
5603,Cañada Seca
5603,Colonia Elena
5603,Colonia Rusa
5603,Ingeniero Ballofet
5603,La Llave
5603,Pedro Vargas
5603,Rincon Del Atuel
5603,Salto De Las Rosas
5605,Nihuil
5605,Santa Teresa
5606,General Ortega
5607,El Algarrobal
5607,Colonia Española
5607,Cuadro Nacional
5608,Llave Nueva
5608,Llave Vieja
5609,Aristides Villanueva
5609,Gaspar Campos
5609,Goico
5609,Guadales
5609,Monte Coman
5610,Cerro Nevado
5610,Iglesia
5611,Bardas Blancas
5611,Coihueco
5611,El Alambrado
5611,El Manzano
5611,El Sosneado
5611,Ex Fortin Malargue
5611,La Valenciana
5611,Los Molles
5611,Ranquil Norte
5612,Las Flores
5612,Las Leñas
5612,Valle De Las Leñas
5613,Agua Botada
5613,Buta Billon
5613,El Chacay
5613,El Vatro
5613,El Zampal
5613,La Junta
5613,Las Vegas
5613,Lonco Vacas
5613,Las Loicas
5613,Malargue
5613,Mechanquil
5614,Los Cavaos
5615,25 De Mayo
5617,Pedro Vargas
5618,Pueblo Echevarrieta
5619,Rama Caida
5620,Los Tamarindos
5620,El Juncalito
5620,El Nevado
5620,General Alvear
5620,Kilometro 56
5620,Kilometro 882
5620,La Pomona
5620,Villa Comparto
5621,Agua De Torre
5621,Agua Escondida
5621,Caqadon De Bonilla
5621,Carmensa
5621,Cerro Del Chacay
5621,Cerro Nevado
5621,Cerro Yalguaras
5621,Cochico
5621,Colonia Japonesa
5621,El Desvio
5621,El Ventarron
5621,Estancia Chacaico
5621,La California
5621,Los Tordillos
5621,P La Caldenada
5621,Posta De Hierro
5621,Puesto Lunina
5621,San Pedro De Atuel
5621,Tambito
5622,Villa Atuel
5623,Jaime Prats
5623,Soitue
5624,Real Del Padre
5625,Villa Veinticinco De Mayo
5626,Coronel Dorrego
5627,Punta Del Agua
5628,Rodolfo Iselin
5629,El Tropezon
5630,Ingeniero Balloffet
5631,Goudge
5632,C Alvear Oeste
5632,Colonia Alvear
5632,Colonia Alvear Oeste
5632,Colonia Bouquet
5632,Compuertas Negras
5632,El Retiro
5632,La Marzolina
5632,Las C Negras
5632,Las Compuertas
5632,Pueblo Luna
5633,Medrano
5633,Ochenta Y Cuatro
5634,Bowen
5634,Ciudad Oeste
5634,E El Balderon
5634,E La Cortadera
5634,El Banderon
5634,El Buen Pastor
5634,Estancia La Varita
5634,Kilometro 84
5634,Kilometro 884
5634,La Adelina
5634,La Caldenada
5634,La Corona
5634,La Lunina
5634,La Montilla
5634,La Seqa
5634,La Varita
5634,Los Amarillos
5634,Los Angeles
5634,Los Campamentos
5634,Los Huarpes
5634,Pampa Del Tigre
5634,Poste De Fierro
5634,Santa Elena
5634,Vuelta Del Zanjon
5635,Las Malvinas
5636,Canalejas
5636,El Aguila
5636,El Arbolito
5636,Favelli
5636,La Mora
5636,Medanos Colorado
5636,Mojon Ocho
5636,Nueva Constitucion
5636,P De La Corona
5636,P De Los Gauchos
5636,P Del Buen Pastor
5636,P Vuelta Dl Zanjon
5636,Pto Los Amarillos
5636,Puesto La Seqa
5636,Toscal
5637,Costa Del Diamante
5637,El Plumerito
5637,La Caqada
5637,La Lechuga
5637,Plumerito
5637,Treinta De Octubre
5637,Tres Porteñas
5637,Usiyal
5637,Corral De Lorca
5637,Ovejeria
5638,Jesus Nazareno
5639,Villa De Praga
5640,Santa Teresa
5641,Primavera
5642,Malena
5643,M De Los Gauchos
5643,Monte De Los Gauchos
5644,El Ceibo
5645,Reduccion
5646,Colonia Segovia
5647,La Escandinava
5648,Los Compartos
5649,Colonia Santa Teresa
5650,San Roque
5651,Pedregal
5652,Chilecito
5653,Colonia Lambare
5654,El Alto Salvador
5655,Santa Blanca
5656,Los Alamos
5657,Espino
5658,Cartellone
5659,Las Colonias
5661,Cordon De Plata
5662,Colonia Las Rosas
5663,Los Sauces
5664,Lavalle V Tulumaya
5664,Lavalle Villa Tulumaya
5665,Vista Flores
5666,El Borbollon
5667,San Jose De Tupungato
5668,Los Barriales
5669,Rodriguez Peña
5670,Buen Orden
5671,Monte Caseros
5672,Isla Grande
5673,Villa Santa Isabel
5674,Quinto Cuartel
5675,El Medanito
5676,Medano De Oro
5677,Paraje Bebida
5678,Colonia Richet
5679,La Legua
5680,Las Lagunas
5681,Astica
5682,San Juan Bautista Usno
5683,Ingeniero Gustavo Andre
5684,Iglesia
5685,La Isla
5686,Tudcum
5689,La Bolsa
5700,Alto Blanco
5700,Alto Grande
5700,Cortaderas
5700,El Quebracho
5700,Estancia Rivadavia
5700,La Cortadera
5700,La Espesura
5700,La Nelida
5700,Pescadores
5700,Pozo Escondido
5700,Represa Del Monte
5700,San Luis
5700,Santa Teresa
5700,Santo Domingo
5700,Tres Marias
5701,Algarrobitos
5701,Antihuasi
5701,Arenilla
5701,Balde De La Isla
5701,Buena Ventura
5701,Buena Vista
5701,C Honda De Guzman
5701,Cachi Corral
5701,Caqada Honda
5701,Casa De Piedra
5701,Cañada Honda
5701,Cerro Blanco
5701,Cerro De Piedra
5701,Cerros Largos
5701,Chipical
5701,Cruz De Caqa
5701,Cruz De Caña
5701,Cruz De Piedra
5701,Daniel Donovan
5701,El  Valle
5701,El Amparo
5701,El Arenal
5701,El Chorrillo
5701,El Durazno
5701,El Riecito
5701,El Tala
5701,El Talita
5701,El Volcan
5701,Embalse La Florida
5701,Estancia Grande
5701,Gruta De Intihuasi
5701,Hinojito
5701,Intiguasi
5701,Isla
5701,Juana Koslay
5701,La Alianza
5701,La Bajada
5701,La Calaguala
5701,La Cienaga
5701,La Higuerita
5701,La Pampa
5701,Laguna Brava
5701,Las Barranquitas
5701,Las C De S Martin
5701,Los Arroyos
5701,Los Carricitos
5701,Los Montes
5701,Los Pasitos
5701,Los Puquios
5701,Los Tapiales
5701,Maray
5701,Marmol Verde
5701,Mina Carolina
5701,Mina Santo Domingo
5701,Monte Chiquito
5701,Ojo De Agua
5701,Once De Mayo
5701,Pampa D Tamborero
5701,Pampita
5701,Pantanillos
5701,Paso De Cuero
5701,Paso Del Rey
5701,Paso Juan Gomez
5701,Q De La Burra
5701,Rio Grande
5701,San Miguel
5701,Santa Clara
5701,Saucesito
5701,Sol De Abril
5701,Solobasta
5701,Talarcito
5701,Totoral
5701,Trapiche
5701,Tukiros
5701,V De La Pancanta
5701,Vallecito
5701,Virarco
5702,San Luis
5703,Ahi Veremos
5703,Alta Gracia
5703,Alto
5703,Arbol Solo
5703,Balde De Amira
5703,Balde Del Rosario
5703,Barranca Colorada
5703,Barrial
5703,Caqada Angosta
5703,Divisadero
5703,El Bagual
5703,El Balde
5703,El Chaqar
5703,El Espinillo
5703,El Milagro
5703,El Paraiso
5703,El Payero
5703,El Pot De Leyes
5703,El Salto
5703,El Zampal
5703,Espinillo
5703,Hipolito Yrigoyen
5703,La Chilca
5703,La Corina
5703,La Duda
5703,La Escondida
5703,La Esperanza
5703,La Eulogia
5703,La Garza
5703,La Julia
5703,La Majada
5703,La Quebrada
5703,La Salud
5703,La Sandia
5703,La Serrana
5703,La Union
5703,Las Caritas
5703,Las Lomas
5703,Longari
5703,Los Algarrobos
5703,Los Chaqares
5703,Los Molles
5703,Los Ramblones
5703,Manantiales
5703,Paliguanta
5703,Paraiso
5703,Pozo Del Carril
5703,Pozo Del Espinillo
5703,Pozo Santiago
5703,Pozo Simon
5703,Represa Del Chaqar
5703,Retamo
5703,Retiro
5703,Rumiguasi
5703,San Jose
5703,San Raimundo
5703,San Roque
5703,Seis De Septiembre
5703,Taza Blanca
5703,Toro Negro
5703,Vizcacheras
5704,Potrero De Los Funes
5705,Agua Hedionda
5705,Algarrobal
5705,Balde Hondo
5705,Banda Sud
5705,Baqado Lindo
5705,Bella Vista
5705,Campanario
5705,La Bava
5705,La Porfia
5705,La Represita
5705,Las Salinas
5705,Maravilla
5705,P Pampa Invernada
5705,P Q Cal
5705,Pampa Invernada
5705,Pozo Cavado
5705,Pozo De Los Rayos
5705,Pozo Del Tala
5705,Pta Del Portezuelo
5705,Puerto Rico
5705,Ramadita
5705,Ramblones
5705,Rio Juan Gomez
5705,Rodeo Cadenas
5705,S F Del M. De Oro
5705,San Fco Del Monte De Oro
5705,Socoscora
5705,Tintitaco
5707,Aguaditas
5707,Balde De Arriba
5707,Balde De Azcurra
5707,Balde De Puertas
5707,Baldecito La Pampa
5707,Baqado
5707,Barriales
5707,Bella Vista
5707,Botijas
5707,Cantantal
5707,Carmelo
5707,Cerro Bayo
5707,Cerro Negro
5707,Chimbas
5707,Chimborazo
5707,El Mollarcito
5707,El Rincon
5707,El Verano
5707,Gualtaran
5707,La Patria
5707,La Salvadora
5707,Las Lagunas
5707,Las Lagunitas
5707,Las Mesias
5707,Las Pampitas
5707,Lindo
5707,Lomas Blancas
5707,Los Almacigos
5707,Los Mendocinos
5707,Manantial Blanco
5707,Monte Carmelo
5707,Pampa Grande
5707,Paso De Piedra
5707,Pastal
5707,Peqon Colorado
5707,Pozo Del Molle
5707,Reconquista
5707,San Rufino
5707,San Salvador
5707,Santa Rosa
5707,Santa Victoria
5707,Santo Domingo
5707,Serafina
